"cluster","rank","gene","score","pval","pval_adj","logfc"
"1",43,"LGALS3",3.11063614596479,4.83814415447444e-171,6.63503089344624e-167,3.11063614596479
"1",44,"C19orf38",3.10957429102416,1.47838137066222e-70,2.02745221172617e-66,3.10957429102416
"1",45,"TYMP",3.10703944653215,7.47687150297838e-237,1.02537815791845e-232,3.10703944653215
"1",46,"FCGRT",3.08987711095126,2.42877666037892e-144,3.33082431204365e-140,3.08987711095126
"1",47,"FGL2",3.00164326076539,1.21019002276857e-62,1.65965459722482e-58,3.00164326076539
"1",48,"PLAUR",2.97710338694331,1.0135316022211e-76,1.38995723928602e-72,2.97710338694331
"1",49,"RNF130",2.9743144775499,2.23952244809405e-114,3.07128108531618e-110,2.9743144775499
"1",50,"CD68",2.96747898976051,2.87625607852904e-186,3.94449758609473e-182,2.96747898976051
"2",1,"LINC00926",7.26684621240005,5.78049411582976e-267,7.92736963044894e-263,7.26684621240005
"2",2,"VPREB3",7.08734663117369,5.60196334705727e-234,7.68253253415434e-230,7.08734663117369
"2",3,"CD79A",6.845175733965,0,0,6.845175733965
"2",4,"TCL1A",6.82010311078333,1.35806305919206e-271,1.862447679376e-267,6.82010311078333
"2",5,"FCRLA",6.70951980958801,8.63205475942202e-134,1.18379998970714e-129,6.70951980958801
"2",6,"FCER2",6.29789941810433,7.03976582811325e-165,9.6543348566745e-161,6.29789941810433
"2",7,"TSPAN13",6.28801092805744,5.94771363099449e-143,8.15669447354584e-139,6.28801092805744
"2",8,"MS4A1",5.66946320505096,0,0,5.66946320505096
"2",9,"PKIG",5.48429705636012,1.0690686134004e-113,1.46612069641731e-109,5.48429705636012
"2",10,"HLA-DOB",5.47273203997363,1.03853039611186e-113,1.42424058522781e-109,5.47273203997363
"2",11,"CD72",5.38865266745098,1.56078906255072e-94,2.14046612038206e-90,5.38865266745098
"2",12,"P2RX5",4.73859166971102,5.39397260355096e-84,7.39729402850978e-80,4.73859166971102
"2",13,"BLK",4.72808260291252,1.26677382894651e-103,1.73725362901724e-99,4.72808260291252
"2",14,"GNG7",4.65717363390841,8.95003298488595e-99,1.22740752354726e-94,4.65717363390841
"2",15,"CD79B",4.6122507360578,7.60613346769043e-270,1.04310514375907e-265,4.6122507360578
"2",16,"BANK1",4.50906300612938,2.16003625591e-158,2.96227372135497e-154,4.50906300612938
"2",17,"CD40",4.11220429123754,3.94702595704589e-84,5.41295139749273e-80,4.11220429123754
"2",18,"HLA-DQB1",4.01887547395929,4.64052961118799e-226,6.3640223087832e-222,4.01887547395929
"2",19,"HLA-DQA1",3.95956953356479,1.89928498487843e-265,2.60467942826228e-261,3.95956953356479
"2",20,"HLA-DQA2",3.80337815039058,7.91038317197548e-135,1.08482994820472e-130,3.80337815039058
"2",21,"EAF2",3.79996928662594,1.69079097681489e-71,2.31875074560394e-67,3.79996928662594
"2",22,"PDLIM1",3.688617293198,2.84599859978114e-99,3.90300247973986e-95,3.688617293198
"2",23,"QRSL1",3.67277373081074,1.14388101817983e-59,1.56871842833182e-55,3.67277373081074
"2",24,"PPAPDC1B",3.65615643298201,1.98418512697611e-68,2.72111148313504e-64,3.65615643298201
"2",25,"MARCH1",3.55950079237435,9.07928559262132e-58,1.24513322617209e-53,3.55950079237435
"2",26,"MEF2C",3.5431922882181,8.06268249927124e-55,1.10571627795006e-50,3.5431922882181
"2",27,"IRF8",3.53587168798773,5.99227521690631e-74,8.21780623246532e-70,3.53587168798773
"2",28,"HVCN1",3.36541534285593,6.55138439377525e-121,8.98456855762337e-117,3.36541534285593
"2",29,"CYB561A3",3.29108383850114,1.29994536347429e-65,1.78274507146864e-61,3.29108383850114
"2",30,"SMIM14",3.15858802197272,1.15300507658573e-52,1.58123116202967e-48,3.15858802197272
"2",31,"PLEKHF2",3.06670000034209,1.73570294403741e-48,2.3803430174529e-44,3.06670000034209
"2",32,"CD74",2.99800798174766,1.60087833629816e-186,2.19544455039929e-182,2.99800798174766
"2",33,"HLA-DMB",2.90681192692139,8.22668709883151e-91,1.12820786873375e-86,2.90681192692139
"2",34,"HLA-DRA",2.84409413334564,2.3831077094109e-183,3.2681939126861e-179,2.84409413334564
"2",35,"LAT2",2.72522825721462,2.53268422132919e-29,3.47332314113085e-25,2.72522825721462
"2",36,"HLA-DMA",2.54235850663092,2.75274298526016e-102,3.77511172998579e-98,2.54235850663092
"2",37,"HLA-DPB1",2.49768973605755,6.54789797712039e-166,8.97978728582291e-162,2.49768973605755
"2",38,"HLA-DRB1",2.21173426244513,8.49323712344999e-155,1.16476253910993e-150,2.21173426244513
"2",39,"HLA-DRB5",2.20391564434587,2.94000840638258e-120,4.03192752851307e-116,2.20391564434587
"2",40,"HLA-DPA1",2.13726832926593,1.51620083694381e-142,2.07931782778474e-138,2.13726832926593
"2",41,"SNX2",2.10981741292534,2.37120668548602e-44,3.25187284847553e-40,2.10981741292534
"2",42,"STX7",2.07234903063408,2.49922853384987e-22,3.42744201132171e-18,2.07234903063408
"2",43,"CD37",2.04644623129484,1.20158024518763e-128,1.64784714825032e-124,2.04644623129484
"2",44,"LY86",1.95340688981512,3.61135600906888e-48,4.95261363083707e-44,1.95340688981512
"2",45,"NCF1",1.91630755627351,8.15430635220653e-39,1.1182815731416e-34,1.91630755627351
"2",46,"FAIM3",1.80090758772658,1.60237022929219e-29,2.1974905324513e-25,1.80090758772658
"2",47,"SYPL1",1.75123105602358,4.17022464597694e-20,5.71904607949278e-16,1.75123105602358
"2",48,"SNHG7",1.68751087435559,8.03919741939992e-35,1.10249553409651e-30,1.68751087435559
"2",49,"BIRC3",1.64022147999803,8.34138129327905e-17,1.14393703056029e-12,1.64022147999803
"2",50,"PRKCB",1.61137110201125,3.45266854559135e-15,4.73498964342397e-11,1.61137110201125
