index,palantir_pseudotime,palantir_entropy,cluster,fate_Ery,fate_Lymph,fate_DC,fate_Mono
Run4_126293980141348,0.48705162398758434,0.9582798282750161,2,0.6639481039365392,0.043013465037692156,0.1052532451317934,0.18778518589399884
Run4_126293980661533,0.1998094515290059,1.2968996163481799,1,0.2938092747780117,0.10615965250819247,0.2166873476287048,0.3833437250851024
Run4_126293994757531,0.6715373576254277,1.0459635316252534,9,0.6046966113562525,0.049544087205546275,0.12409811164900095,0.22166118978921046
Run4_126293995272043,0.6849945446038594,0.10738257153504638,5,0.0,0.9824207311890667,0.0,0.0
Run4_126294007335772,0.6321904578517046,0.7188079420578198,3,0.06669752118110416,0.021956943575599682,0.1279784764161151,0.7833670588271859
Run4_126294026566566,0.2799228102184465,1.2728226608605913,1,0.265810296683506,0.09001159064323098,0.23135937088976355,0.4128187417835096
Run4_126364042279838,0.6618801670914966,0.13687158682343908,5,0.0,0.9764553379514564,0.0,0.01007799246676156
Run4_126364069050716,0.7573590151982863,0.3547220933458353,3,0.024895981493479397,0.0,0.047980281978661374,0.9189282061405013
Run4_126364069287782,0.7006595905658165,0.5319490824128668,3,0.04304227505757461,0.014169142326156578,0.08290410389997441,0.8598844787162988
Run4_126364087696755,0.6826641483159541,0.10776521011257534,5,0.0,0.9823456659465041,0.0,0.0
Run4_126364087900021,0.6918033150113915,0.6571024751084995,7,0.04495810624802539,0.015385586959438084,0.8000121784790053,0.13964412831352807
Run4_126364087905005,0.24753620147303007,1.3210596867260291,1,0.2773674394845729,0.1316484567528758,0.2152800379211499,0.3757040658414119
Run4_126364087905510,0.3240893033143507,1.2589442794110575,1,0.25168042339651636,0.08298851946850654,0.2383488184689605,0.4269822386660252
Run4_126364088155371,0.4698263180394212,1.1785712541764581,1,0.16261229156389018,0.05392539488843056,0.3340956866752106,0.4493666268724724
Run4_126680929782694,0.73669487800448,0.3920224117983374,3,0.028410611410734813,0.0,0.05475483043166899,0.9074820438701692
Run4_126680929789814,0.4749555703067093,1.2282444805190378,4,0.22212992636600307,0.07128411506241387,0.2521103877119207,0.4544755708596702
Run4_126680944201140,0.490096975786838,1.2287837739421739,4,0.22250846550104345,0.07142237076410309,0.25213239156863987,0.45393677216622136
Run4_126680957369771,0.7335323926454334,0.5304127609563256,3,0.04281135599537803,0.014093115608195775,0.08267694083656753,0.8604185875598639
Run4_126680975730542,0.37223282692384624,1.2452635729589978,1,0.23843424394238633,0.07718720684607178,0.24462206892532748,0.4397564802862226
Run4_126680975759790,0.35114665510597776,1.2516721683678116,1,0.2448307726068544,0.07972272229516145,0.24166609491498564,0.43378041018300684
