"cell","samples","orig.ident","lineage","ExclusionScore"
"cy116_CD45pos_S329","Mel116","cy116","Endothelial",-0.0326730540878317
"cy105_Zombineg_CD45neg_CD90neg_S102","Mel105","cy105","Endothelial",0.0184400031822055
"cy98_CD45neg_CD90neg_S54","Mel98","cy98","Malignant",0.421223349040005
"cy98_CD45neg_CD90neg_S10","Mel98","cy98","Malignant",0.834551159786455
"cy116_CD45pos_S371","Mel116","cy116","Myeloid",-0.184137676480437
"cy98_CD45neg_CD90neg_S69","Mel98","cy98","Malignant",0.843275808088917
"cy116_CD45pos_S376","Mel116","cy116","T_cell",-0.180197658757182
"cy116_CD45pos_S374","Mel116","cy116","B_cell",-0.166751869899374
"cy98_CD45neg_CD90neg_S67","Mel98","cy98","Malignant",0.746506392003391
"cy105_Zombineg_CD45neg_CD90neg_S139","Mel105","cy105","Endothelial",-0.155130370878088
"cy105_Zombineg_CD45neg_CD90neg_S147","Mel105","cy105","Endothelial",-0.211524480757583
"cy105_Zombineg_CD45neg_CD90neg_S141","Mel105","cy105","Endothelial",-0.152225326353398
"cy116_CD45pos_S380","Mel116","cy116","NK",-0.222143714302467
"cy116_CD45pos_S362","Mel116","cy116","B_cell",-0.201423640984373
"cy116_CD45pos_S309","Mel116","cy116","B_cell",-0.293419573827171
"cy105_Zombineg_CD45neg_CD90neg_S105","Mel105","cy105","Myeloid",-0.0489082823786861
"cy116_CD45pos_S313","Mel116","cy116","B_cell",-0.275449907329695
"cy98_CD45neg_CD90neg_S77","Mel98","cy98","Malignant",0.334024665904025
"cy98_CD45neg_CD90neg_S41","Mel98","cy98","Malignant",0.666288075778757
"cy105_Zombineg_CD45neg_CD90neg_S185","Mel105","cy105","Myeloid",-0.114299145100791
"cy98_CD45neg_CD90neg_S55","Mel98","cy98","CAF",0.202876128763288
"cy116_CD45pos_S354","Mel116","cy116","T_cell",-0.268775108309374
"cy116_CD45pos_S323","Mel116","cy116","T_cell",-0.213195171047916
"cy116_CD45pos_S378","Mel116","cy116","T_cell",-0.170233001127734
"cy105_Zombineg_CD45neg_CD90neg_S158","Mel105","cy105","CAF",0.197131087403177
"cy116_CD45pos_S322","Mel116","cy116","T_cell",-0.123516152981097
"cy105_Zombineg_CD45neg_CD90neg_S97","Mel105","cy105","Endothelial",-0.127883635072895
"cy116_CD45pos_S290","Mel116","cy116","NK",-0.19046995460167
"cy105_Zombineg_CD45neg_CD90neg_S192","Mel105","cy105","Malignant",0.718243588836839
"cy116_CD45pos_S318","Mel116","cy116","NK",-0.288790019485716
"cy98_CD45neg_CD90neg_S38","Mel98","cy98","Malignant",0.498126650166
"cy105_Zombineg_CD45neg_CD90neg_S107","Mel105","cy105","Endothelial",-0.179261408698499
"cy116_CD45pos_S292","Mel116","cy116","T_cell",-0.263202989032159
"cy105_Zombineg_CD45neg_CD90neg_S183","Mel105","cy105","CAF",-0.0717300175772382
"cy116_CD45pos_S327","Mel116","cy116","B_cell",-0.208897173841895
"cy98_CD45neg_CD90neg_S68","Mel98","cy98","Malignant",0.268648984993035
"cy105_Zombineg_CD45neg_CD90neg_S171","Mel105","cy105","Endothelial",-0.1417711780832
"cy116_CD45pos_S305","Mel116","cy116","T_cell",-0.107617917414234
"cy116_CD45pos_S340","Mel116","cy116","B_cell",-0.239083028888624
"cy116_CD45pos_S333","Mel116","cy116","CAF",-0.237377059841903
"cy116_CD45pos_S306","Mel116","cy116","Myeloid",-0.164140607333404
"cy105_Zombineg_CD45neg_CD90neg_S157","Mel105","cy105","Malignant",0.745812766252733
"cy116_CD45pos_S347","Mel116","cy116","B_cell",-0.21955351022335
"cy116_CD45pos_S296","Mel116","cy116","T_cell",-0.271686214817074
"cy105_Zombineg_CD45neg_CD90neg_S180","Mel105","cy105","B_cell",-0.294257254710598
"cy98_CD45neg_CD90neg_S83","Mel98","cy98","Malignant",0.835116987693608
"cy116_CD45pos_S359","Mel116","cy116","T_cell",-0.178959953409607
"cy105_Zombineg_CD45neg_CD90neg_S101","Mel105","cy105","Myeloid",-0.149662254117939
"cy105_Zombineg_CD45neg_CD90neg_S142","Mel105","cy105","Endothelial",-0.0730412286257559
"cy116_CD45pos_S357","Mel116","cy116","Myeloid",-0.186196699640082
"cy105_Zombineg_CD45neg_CD90neg_S123","Mel105","cy105","Endothelial",-0.185959906582869
"cy98_CD45neg_CD90neg_S53","Mel98","cy98","CAF",0.360977311513916
"cy98_CD45neg_CD90neg_S58","Mel98","cy98","Malignant",0.46707743953143
"cy116_CD45pos_S303","Mel116","cy116","B_cell",-0.188332234921729
"cy98_CD45neg_CD90neg_S64","Mel98","cy98","Malignant",0.152375921024675
"cy105_Zombineg_CD45neg_CD90neg_S121","Mel105","cy105","Endothelial",-0.127682224456703
"cy116_CD45pos_S363","Mel116","cy116","NK",-0.152174515078524
"cy105_Zombineg_CD45neg_CD90neg_S140","Mel105","cy105","CAF",-0.155009965614182
"cy98_CD45neg_CD90neg_S91","Mel98","cy98","Malignant",0.588059382453257
"cy105_Zombineg_CD45neg_CD90neg_S150","Mel105","cy105","Endothelial",-0.12086967215863
"cy98_CD45neg_CD90neg_S86","Mel98","cy98","Malignant",0.71212220980574
"cy116_CD45pos_S332","Mel116","cy116","B_cell",-0.333261017528528
"cy105_Zombineg_CD45neg_CD90neg_S182","Mel105","cy105","T_cell",-0.130458168928051
"cy116_CD45neg_CD90neg_S244","Mel116","cy116","T_cell",-0.16523260392873
"cy116_CD45pos_S293","Mel116","cy116","T_cell",-0.160786820753158
"cy98_CD45neg_CD90neg_S62","Mel98","cy98","Malignant",0.45169705612565
"cy116_CD45pos_S379","Mel116","cy116","T_cell",-0.219169906616446
"cy116_CD45pos_S301","Mel116","cy116","NK",-0.198323573553991
"cy116_CD45pos_S297","Mel116","cy116","B_cell",-0.214643341176031
"cy116_CD45pos_S334","Mel116","cy116","T_cell",-0.2026665706113
"cy105_Zombineg_CD45neg_CD90neg_S122","Mel105","cy105","Malignant",0.455935818290435
"cy98_CD45neg_CD90neg_S24","Mel98","cy98","Malignant",0.625772383665047
"cy98_CD45neg_CD90neg_S2","Mel98","cy98","Malignant",0.203179746608517
"cy116_CD45pos_S351","Mel116","cy116","B_cell",-0.256042121523481
"cy116_CD45pos_S307","Mel116","cy116","T_cell",-0.252222142880787
"cy98_CD45neg_CD90neg_S94","Mel98","cy98","Endothelial",0.280694475100544
"cy116_CD45pos_S352","Mel116","cy116","NK",-0.248383769271997
"cy116_CD45pos_S331","Mel116","cy116","T_cell",-0.237912301242579
"cy116_CD45pos_S310","Mel116","cy116","CAF",-0.216057213609693
"cy116_CD45pos_S294","Mel116","cy116","Endothelial",-0.163445881821298
"cy116_CD45pos_S302","Mel116","cy116","NK",-0.242294336522389
"cy105_Zombineg_CD45neg_CD90neg_S116","Mel105","cy105","Endothelial",-0.00569408417808023
"cy98_CD45neg_CD90neg_S26","Mel98","cy98","Endothelial",0.241927744032166
"cy105_Zombineg_CD45neg_CD90neg_S145","Mel105","cy105","Endothelial",-0.0167335439297118
"cy116_CD45pos_S300","Mel116","cy116","T_cell",-0.212626824148489
"cy105_Zombineg_CD45neg_CD90neg_S119","Mel105","cy105","CAF",0.0953812676634315
"cy116_CD45pos_S321","Mel116","cy116","NK",-0.213910176945959
"cy105_Zombineg_CD45neg_CD90neg_S111","Mel105","cy105","Endothelial",-0.133290577740117
"cy98_CD45neg_CD90neg_S11","Mel98","cy98","Malignant",0.625939795171364
"cy105_Zombineg_CD45neg_CD90neg_S166","Mel105","cy105","Endothelial",-0.046737490467127
"cy116_CD45pos_S356","Mel116","cy116","CAF",-0.220759170768863
"cy105_Zombineg_CD45neg_CD90neg_S132","Mel105","cy105","Endothelial",-0.128941526145949
"cy98_CD45neg_CD90neg_S36","Mel98","cy98","Malignant",0.782283003129949
"cy105_Zombineg_CD45neg_CD90neg_S127","Mel105","cy105","Malignant",0.899451366155946
"cy116_CD45pos_S304","Mel116","cy116","B_cell",-0.247318163542461
"cy105_Zombineg_CD45neg_CD90neg_S172","Mel105","cy105","CAF",0.0889639745405185
"cy105_Zombineg_CD45neg_CD90neg_S170","Mel105","cy105","CAF",-0.0976080576925342
"cy116_CD45pos_S295","Mel116","cy116","T_cell",-0.201835559570829
"cy116_CD45pos_S366","Mel116","cy116","T_cell",-0.217401872828556
"cy116_CD45pos_S372","Mel116","cy116","B_cell",-0.305008826408246
"cy116_CD45pos_S291","Mel116","cy116","T_cell",-0.178000328902717
"cy98_CD45neg_CD90neg_S40","Mel98","cy98","Malignant",0.397967863273452
"cy98_CD45neg_CD90neg_S75","Mel98","cy98","Myeloid",0.299806418366991
"cy116_CD45pos_S298","Mel116","cy116","B_cell",-0.147863767964484
"cy105_Zombineg_CD45neg_CD90neg_S151","Mel105","cy105","CAF",-0.0642587462144018
"cy116_CD45pos_S370","Mel116","cy116","B_cell",-0.1716097500169
"cy98_CD45neg_CD90neg_S66","Mel98","cy98","Malignant",0.713708322190717
"cy98_CD45neg_CD90neg_S18","Mel98","cy98","CAF",0.338784669137051
"cy98_CD45neg_CD90neg_S50","Mel98","cy98","Malignant",0.260854058794454
"cy98_CD45neg_CD90neg_S29","Mel98","cy98","Malignant",0.438944938243405
"cy116_CD45pos_S316","Mel116","cy116","B_cell",-0.245635698540217
"cy98_CD45neg_CD90neg_S88","Mel98","cy98","Malignant",0.534081031169635
"cy116_CD45pos_S373","Mel116","cy116","T_cell",-0.1071768724754
"cy98_CD45neg_CD90neg_S57","Mel98","cy98","Malignant",0.34096010498193
"cy116_CD45pos_S320","Mel116","cy116","B_cell",-0.146595848575368
"cy98_CD45neg_CD90neg_S22","Mel98","cy98","Malignant",0.0572266561725099
"cy116_CD45pos_S382","Mel116","cy116","T_cell",-0.150547025675956
"cy105_Zombineg_CD45neg_CD90neg_S134","Mel105","cy105","Malignant",0.595794338981184
"cy116_CD45pos_S355","Mel116","cy116","NK",-0.276126394480986
"cy116_CD45pos_S377","Mel116","cy116","NK",-0.188439438518569
"cy98_CD45neg_CD90neg_S90","Mel98","cy98","CAF",0.346513004643219
"cy98_CD45neg_CD90neg_S27","Mel98","cy98","NK",0.0454441398059079
"cy98_CD45neg_CD90neg_S16","Mel98","cy98","Malignant",0.703971080718767
"cy105_Zombineg_CD45neg_CD90neg_S100","Mel105","cy105","Endothelial",-0.0664156501115052
"cy98_CD45neg_CD90neg_S4","Mel98","cy98","Malignant",0.276257068245282
"cy98_CD45neg_CD90neg_S7","Mel98","cy98","Malignant",0.201479050804021
"cy116_CD45pos_S319","Mel116","cy116","CAF",-0.215199313772238
"cy116_CD45pos_S325","Mel116","cy116","T_cell",-0.225621535387352
"cy116_CD45pos_S383","Mel116","cy116","T_cell",-0.194873788122523
"cy98_CD45neg_CD90neg_S1","Mel98","cy98","Malignant",0.543606837925475
"cy112_CD45neg_CD90neg_S120","Mel112","cy112","CAF",-0.11280084575493
"cy102_CD45neg_CD90neg_S340","Mel102","cy102","Malignant",0.328374924235004
"cy102_CD45neg_CD90neg_S376","Mel102","cy102","Malignant",0.3614896025835
"cy112_CD45pos_S9","Mel112","cy112","T_cell",-0.176368240484333
"cy102_CD45neg_CD90neg_S290","Mel102","cy102","Malignant",0.447167527127324
"cy102_CD45pos_S196","Mel102","cy102","B_cell",-0.206070650501066
"cy102_CD45pos_S211","Mel102","cy102","T_cell",-0.18527532685666
"cy102_CD45pos_S272","Mel102","cy102","T_cell",-0.324418148695854
"cy102_CD45pos_S274","Mel102","cy102","T_cell",-0.273591155144145
"cy102_CD45neg_CD90neg_S331","Mel102","cy102","Malignant",0.434983274536441
"cy112_CD45pos_S61","Mel112","cy112","T_cell",-0.135120545739502
"cy112_CD45pos_S7","Mel112","cy112","B_cell",-0.111983054029853
"cy112_CD45neg_CD90neg_S181","Mel112","cy112","CAF",0.5228862312871
"cy102_CD45pos_S233","Mel102","cy102","CAF",-0.21403542233285
"cy102_CD45neg_CD90neg_S318","Mel102","cy102","Malignant",0.409137636309253
"cy102_CD45neg_CD90neg_S360","Mel102","cy102","Malignant",0.378430841877237
"cy112_CD45pos_S41","Mel112","cy112","B_cell",-0.231306130315429
"cy102_CD45neg_CD90neg_S316","Mel102","cy102","Malignant",0.348441336842023
"cy102_CD45neg_CD90neg_S372","Mel102","cy102","Malignant",0.315581300709061
"cy102_CD45neg_CD90neg_S298","Mel102","cy102","Malignant",0.384860210928208
"cy102_CD45pos_S249","Mel102","cy102","B_cell",-0.284985200805141
"cy102_CD45pos_S235","Mel102","cy102","T_cell",-0.265032310255026
"cy112_CD45pos_S88","Mel112","cy112","B_cell",-0.219224254743238
"cy112_CD45pos_S27","Mel112","cy112","B_cell",-0.137975339481452
"cy102_CD45neg_CD90neg_S378","Mel102","cy102","Malignant",0.373045600203798
"cy102_CD45pos_S253","Mel102","cy102","T_cell",-0.213725877286003
"cy102_CD45neg_CD90neg_S345","Mel102","cy102","Malignant",0.337713460446263
"cy102_CD45pos_S194","Mel102","cy102","T_cell",-0.29541678014671
"cy102_CD45pos_S244","Mel102","cy102","B_cell",-0.262269898815727
"cy102_CD45neg_CD90neg_S377","Mel102","cy102","Malignant",0.530425577785334
"cy102_CD45neg_CD90neg_S382","Mel102","cy102","Malignant",0.311298939568044
"cy102_CD45pos_S275","Mel102","cy102","T_cell",-0.177535578871623
"cy112_CD45pos_S35","Mel112","cy112","B_cell",-0.131508184320748
"cy102_CD45pos_S234","Mel102","cy102","T_cell",-0.168256469075183
"cy102_CD45pos_S282","Mel102","cy102","T_cell",-0.134987680956595
"cy102_CD45pos_S254","Mel102","cy102","T_cell",-0.236473123864172
"cy102_CD45neg_CD90neg_S295","Mel102","cy102","Malignant",0.478334529383837
"cy112_CD45neg_CD90neg_S127","Mel112","cy112","CAF",0.325710164123591
"cy102_CD45pos_S205","Mel102","cy102","Myeloid",-0.127531211610749
"cy112_CD45pos_S66","Mel112","cy112","T_cell",-0.147528951804797
"cy102_CD45neg_CD90neg_S307","Mel102","cy102","Malignant",0.493658640980943
"cy102_CD45neg_CD90neg_S365","Mel102","cy102","Malignant",0.493903026036404
"cy102_CD45pos_S200","Mel102","cy102","B_cell",-0.243740854749157
"cy102_CD45pos_S232","Mel102","cy102","Myeloid",-0.083768412266714
"cy102_CD45pos_S236","Mel102","cy102","T_cell",-0.212830208530376
"cy112_CD45pos_S83","Mel112","cy112","T_cell",-0.184766217988081
"cy102_CD45neg_CD90neg_S363","Mel102","cy102","Malignant",0.426087520200429
"cy102_CD45neg_CD90neg_S293","Mel102","cy102","Malignant",0.325160901254014
"cy102_CD45neg_CD90neg_S300","Mel102","cy102","Malignant",0.388859685823824
"cy102_CD45neg_CD90neg_S311","Mel102","cy102","Malignant",0.57768525122284
"cy102_CD45neg_CD90neg_S330","Mel102","cy102","Malignant",0.176979437676093
"cy102_CD45pos_S240","Mel102","cy102","T_cell",-0.212754001005368
"cy112_CD45neg_CD90neg_S169","Mel112","cy112","CAF",0.69359823334765
"cy112_CD45neg_CD90neg_S108","Mel112","cy112","CAF",0.410017755714276
"cy102_CD45pos_S221","Mel102","cy102","Endothelial",-0.222360515712399
"cy102_CD45pos_S224","Mel102","cy102","Myeloid",-0.210058077078968
"cy112_CD45pos_S31","Mel112","cy112","B_cell",-0.245169245069998
"cy112_CD45neg_CD90neg_S178","Mel112","cy112","Malignant",0.527667399710808
"cy102_CD45neg_CD90neg_S291","Mel102","cy102","Malignant",0.421919820263281
"cy102_CD45neg_CD90neg_S359","Mel102","cy102","Malignant",0.373164522584679
"cy112_CD45pos_S47","Mel112","cy112","B_cell",-0.235264230629199
"cy102_CD45neg_CD90neg_S310","Mel102","cy102","Malignant",0.356993539599407
"cy102_CD45pos_S206","Mel102","cy102","CAF",-0.315288902822858
"cy112_CD45pos_S40","Mel112","cy112","B_cell",-0.189243467440239
"cy102_CD45pos_S279","Mel102","cy102","T_cell",-0.156237373497172
"cy102_CD45pos_S278","Mel102","cy102","T_cell",-0.196706707036971
"cy102_CD45neg_CD90neg_S319","Mel102","cy102","Malignant",0.35820395426194
"cy102_CD45pos_S239","Mel102","cy102","T_cell",-0.192929620899788
"cy112_CD45pos_S69","Mel112","cy112","Endothelial",-0.233681039598338
"cy102_CD45neg_CD90neg_S301","Mel102","cy102","Malignant",0.486513314172127
"cy102_CD45neg_CD90neg_S371","Mel102","cy102","Malignant",0.492953392325457
"cy102_CD45pos_S219","Mel102","cy102","T_cell",-0.306141928203393
"cy102_CD45pos_S238","Mel102","cy102","B_cell",-0.230425805213724
"cy102_CD45pos_S248","Mel102","cy102","Myeloid",-0.197060255068393
"cy102_CD45pos_S204","Mel102","cy102","Myeloid",-0.244846741314903
"cy102_CD45neg_CD90neg_S344","Mel102","cy102","Malignant",0.258171030468956
"cy102_CD45pos_S271","Mel102","cy102","Myeloid",-0.229812846676149
"cy102_CD45neg_CD90neg_S358","Mel102","cy102","Malignant",0.409142221090189
"cy112_CD45pos_S39","Mel112","cy112","B_cell",-0.203069794935215
"cy102_CD45pos_S284","Mel102","cy102","Myeloid",-0.244605269099207
"cy102_CD45neg_CD90neg_S380","Mel102","cy102","Malignant",0.354975533694802
"cy102_CD45neg_CD90neg_S370","Mel102","cy102","Malignant",0.340380336261212
"cy112_CD45pos_S17","Mel112","cy112","CAF",-0.104803309737262
"cy102_CD45pos_S261","Mel102","cy102","T_cell",-0.202465355073494
"cy102_CD45neg_CD90neg_S381","Mel102","cy102","Malignant",0.227926316843031
"cy102_CD45pos_S259","Mel102","cy102","T_cell",-0.350079297508426
"cy112_CD45pos_S63","Mel112","cy112","Myeloid",-0.182102109136621
"cy102_CD45neg_CD90neg_S354","Mel102","cy102","Malignant",0.36770305322777
"cy112_CD45neg_CD90neg_S102","Mel112","cy112","CAF",0.368458011082141
"cy102_CD45neg_CD90neg_S342","Mel102","cy102","Malignant",0.463535822896709
"cy102_CD45neg_CD90neg_S334","Mel102","cy102","Malignant",0.411556863527912
"cy112_CD45neg_CD90neg_S176","Mel112","cy112","Malignant",0.501091751543299
"cy102_CD45pos_S201","Mel102","cy102","Myeloid",-0.222514896449332
"cy102_CD45neg_CD90neg_S302","Mel102","cy102","Malignant",0.330582827177552
"cy112_CD45pos_S14","Mel112","cy112","B_cell",-0.213036604680706
"cy102_CD45pos_S283","Mel102","cy102","B_cell",-0.227738953668588
"cy102_CD45pos_S241","Mel102","cy102","T_cell",-0.291451468699274
"cy102_CD45pos_S252","Mel102","cy102","B_cell",-0.202879569582353
"cy102_CD45pos_S220","Mel102","cy102","Myeloid",-0.017493812835708
"cy102_CD45pos_S225","Mel102","cy102","Malignant",0.335883714124947
"cy102_CD45pos_S198","Mel102","cy102","T_cell",-0.214073521483499
"cy102_CD45neg_CD90neg_S315","Mel102","cy102","Malignant",0.221947082569833
"cy102_CD45pos_S237","Mel102","cy102","Myeloid",-0.138049576480928
"cy112_CD45pos_S42","Mel112","cy112","T_cell",-0.234715599850451
"cy102_CD45pos_S209","Mel102","cy102","T_cell",-0.268020606561562
"cy102_CD45neg_CD90neg_S362","Mel102","cy102","Malignant",0.679288366291546
"cy102_CD45neg_CD90neg_S314","Mel102","cy102","Malignant",0.548029691813003
"cy102_CD45neg_CD90neg_S299","Mel102","cy102","Malignant",0.343595840430847
"cy102_CD45pos_S195","Mel102","cy102","T_cell",-0.306233649088272
"cy102_CD45neg_CD90neg_S343","Mel102","cy102","Malignant",0.335339103572963
"cy102_CD45pos_S216","Mel102","cy102","Myeloid",-0.199619598390284
"cy112_CD45pos_S58","Mel112","cy112","B_cell",-0.167341223181555
"cy102_CD45neg_CD90neg_S364","Mel102","cy102","Malignant",0.309170528206374
"cy102_CD45pos_S217","Mel102","cy102","Myeloid",-0.159214753524968
"cy102_CD45pos_S267","Mel102","cy102","T_cell",-0.214532557702928
"cy112_CD45pos_S15","Mel112","cy112","B_cell",-0.213872287906685
"cy102_CD45pos_S250","Mel102","cy102","Myeloid",-0.0635026309706313
"cy102_CD45pos_S260","Mel102","cy102","Endothelial",-0.271466523171115
"cy102_CD45neg_CD90neg_S335","Mel102","cy102","Malignant",0.239172387600335
"cy102_CD45pos_S214","Mel102","cy102","B_cell",-0.208316577755597
"cy102_CD45neg_CD90neg_S336","Mel102","cy102","Malignant",0.573017567996213
"cy102_CD45pos_S228","Mel102","cy102","Myeloid",-0.218725474371114
"cy102_CD45pos_S202","Mel102","cy102","T_cell",-0.240565385514056
"cy102_CD45neg_CD90neg_S323","Mel102","cy102","Malignant",0.422156437305568
"cy102_CD45pos_S197","Mel102","cy102","B_cell",-0.185210958606216
"cy112_CD45neg_CD90neg_S171_9","Mel112","cy112","CAF",0.406569402841374
"cy102_CD45pos_S247","Mel102","cy102","Malignant",0.415822838830373
"cy102_CD45pos_S243","Mel102","cy102","NK",-0.213054157594731
"cy112_CD45pos_S75","Mel112","cy112","B_cell",-0.23577221313602
"cy102_CD45neg_CD90neg_S374","Mel102","cy102","Malignant",0.49351794361384
"cy112_CD45pos_S90","Mel112","cy112","B_cell",-0.216116964638158
"cy112_CD45pos_S48","Mel112","cy112","T_cell",-0.23586697763894
"cy112_CD45pos_S57","Mel112","cy112","B_cell",-0.191459698443942
"cy102_CD45pos_S245","Mel102","cy102","T_cell",-0.224159778940343
"cy102_CD45neg_CD90neg_S337","Mel102","cy102","Malignant",0.332966204528342
"cy102_CD45neg_CD90neg_S327","Mel102","cy102","Malignant",0.459274950654099
"cy112_CD45pos_S67","Mel112","cy112","B_cell",-0.202031663189403
"cy102_CD45pos_S287","Mel102","cy102","NK",-0.226207979569682
"cy102_CD45neg_CD90neg_S308","Mel102","cy102","Malignant",0.420904304711642
"cy102_CD45neg_CD90neg_S356","Mel102","cy102","Malignant",0.352638869646154
"cy112_CD45pos_S28","Mel112","cy112","B_cell",-0.257757658421407
"cy102_CD45neg_CD90neg_S341","Mel102","cy102","Malignant",0.360098361408791
"cy102_CD45neg_CD90neg_S361","Mel102","cy102","Malignant",0.526598268688875
"cy102_CD45pos_S265","Mel102","cy102","CAF",-0.278454757231285
"cy102_CD45pos_S229","Mel102","cy102","B_cell",-0.186994356329438
"cy102_CD45neg_CD90neg_S383","Mel102","cy102","Malignant",0.306554606473479
"cy102_CD45pos_S226","Mel102","cy102","T_cell",-0.232666151074993
"cy102_CD45neg_CD90neg_S368","Mel102","cy102","Malignant",0.244019983653867
"cy102_CD45neg_CD90neg_S375","Mel102","cy102","Malignant",0.298276293316902
"cy102_CD45neg_CD90neg_S366","Mel102","cy102","Malignant",0.483656333462027
"cy102_CD45neg_CD90neg_S369","Mel102","cy102","Malignant",0.496450300386744
"cy112_CD45pos_S25","Mel112","cy112","CAF",-0.0380381420772678
"cy112_CD45pos_S19","Mel112","cy112","T_cell",-0.0913659211352871
"cy102_CD45pos_S246","Mel102","cy102","T_cell",-0.235850662673595
"cy102_CD45neg_CD90neg_S350","Mel102","cy102","Malignant",0.312948736580916
"cy102_CD45pos_S193","Mel102","cy102","Myeloid",-0.224641532180881
"cy112_CD45pos_S70","Mel112","cy112","B_cell",-0.243121984576269
"cy102_CD45neg_CD90neg_S322","Mel102","cy102","Malignant",0.377718073966748
"cy112_CD45neg_CD90neg_S188","Mel112","cy112","Malignant",0.385303700870369
"cy102_CD45pos_S263","Mel102","cy102","T_cell",-0.244290034092098
"cy102_CD45neg_CD90neg_S339","Mel102","cy102","Malignant",0.237846088162471
"cy102_CD45pos_S285","Mel102","cy102","Myeloid",0.0516986122633749
"cy102_CD45neg_CD90neg_S349","Mel102","cy102","Malignant",0.48290279527629
"cy102_CD45pos_S256","Mel102","cy102","T_cell",-0.294991651332421
"cy112_CD45pos_S95","Mel112","cy112","B_cell",-0.169249142334668
"cy102_CD45pos_S230","Mel102","cy102","Endothelial",-0.18877310184319
"cy112_CD45pos_S53","Mel112","cy112","NK",-0.136548457756423
"cy102_CD45pos_S270","Mel102","cy102","Myeloid",-0.301791581274854
"cy102_CD45neg_CD90neg_S304","Mel102","cy102","Malignant",0.380596502574767
"cy102_CD45neg_CD90neg_S320","Mel102","cy102","Malignant",0.450440340576953
"cy102_CD45pos_S281","Mel102","cy102","T_cell",-0.171753585185077
"cy102_CD45neg_CD90neg_S351","Mel102","cy102","Malignant",0.508454292915545
"cy102_CD45pos_S208","Mel102","cy102","T_cell",-0.203303598899697
"cy102_CD45pos_S242","Mel102","cy102","T_cell",-0.228495218438657
"cy102_CD45pos_S269","Mel102","cy102","B_cell",-0.204395558041368
"cy102_CD45pos_S218","Mel102","cy102","T_cell",-0.252260900066147
"cy102_CD45neg_CD90neg_S306","Mel102","cy102","Endothelial",-0.0286020324308707
"cy102_CD45pos_S210","Mel102","cy102","Malignant",0.286280156528761
"cy112_CD45neg_CD90neg_S149","Mel112","cy112","CAF",0.367933925172032
"cy112_CD45pos_S10","Mel112","cy112","Endothelial",-0.166931708930087
"cy102_CD45pos_S255","Mel102","cy102","T_cell",-0.299572211413409
"cy102_CD45neg_CD90neg_S325","Mel102","cy102","Malignant",0.44601829738644
"cy112_CD45pos_S43","Mel112","cy112","NK",-0.0907102309508319
"cy102_CD45neg_CD90neg_S367","Mel102","cy102","Malignant",0.332785400231093
"cy102_CD45pos_S273","Mel102","cy102","T_cell",-0.220247120066091
"cy102_CD45neg_CD90neg_S292","Mel102","cy102","Malignant",0.419111591266296
"cy112_CD45pos_S52","Mel112","cy112","Endothelial",-0.183973448933746
"cy112_CD45pos_S23","Mel112","cy112","B_cell",-0.205334241690472
"cy112_CD45pos_S16","Mel112","cy112","B_cell",-0.262295561272774
"cy102_CD45neg_CD90neg_S338","Mel102","cy102","Malignant",0.438484639451415
"cy102_CD45neg_CD90neg_S328","Mel102","cy102","Malignant",0.3861113074713
"cy112_CD45pos_S20","Mel112","cy112","Myeloid",-0.0937765698701936
"cy102_CD45pos_S268","Mel102","cy102","B_cell",-0.240784096025854
"cy112_CD45pos_S79","Mel112","cy112","NK",-0.175450227650359
"cy112_CD45pos_S54","Mel112","cy112","T_cell",-0.161328001524966
"cy102_CD45pos_S280","Mel102","cy102","T_cell",-0.293593278085202
"cy112_CD45pos_S32","Mel112","cy112","T_cell",-0.138121302798511
"cy102_CD45pos_S213","Mel102","cy102","T_cell",-0.237638927282533
"cy102_CD45neg_CD90neg_S296","Mel102","cy102","Malignant",0.3586447796359
"cy102_CD45pos_S227","Mel102","cy102","B_cell",-0.197729125348523
"cy112_CD45pos_S64","Mel112","cy112","B_cell",-0.144738129798998
"cy102_CD45neg_CD90neg_S373","Mel102","cy102","Malignant",0.427231200503395
"cy102_CD45neg_CD90neg_S347","Mel102","cy102","Malignant",0.34366156309942
"cy102_CD45pos_S215","Mel102","cy102","T_cell",-0.157588702619286
"cy102_CD45neg_CD90neg_S353","Mel102","cy102","Malignant",0.503492883583174
"cy102_CD45pos_S203","Mel102","cy102","T_cell",-0.252324740361841
"cy102_CD45neg_CD90neg_S355","Mel102","cy102","Malignant",0.293356281108168
"cy102_CD45neg_CD90neg_S352","Mel102","cy102","Malignant",0.175445924086211
"cy102_CD45neg_CD90neg_S309","Mel102","cy102","Malignant",0.553569266694362
"cy102_CD45neg_CD90neg_S305","Mel102","cy102","Malignant",0.4207173925296
"cy112_CD45neg_CD90neg_S129","Mel112","cy112","CAF",0.284642167211044
"cy102_CD45pos_S258","Mel102","cy102","B_cell",-0.286232485244306
"cy112_CD45pos_S92","Mel112","cy112","T_cell",-0.219046624126318
"cy102_CD45pos_S266","Mel102","cy102","T_cell",-0.320787133878967
"cy102_CD45neg_CD90neg_S346","Mel102","cy102","Malignant",0.35820944191997
"cy112_CD45pos_S1","Mel112","cy112","B_cell",-0.231733337315706
"cy102_CD45neg_CD90neg_S294","Mel102","cy102","Malignant",0.235575385019382
"cy102_CD45neg_CD90neg_S329","Mel102","cy102","Malignant",0.491350189206265
